Brand,Model,Title,Description,Price (USD),Rating (out of 5),Availability,Battery_Type,Waterproof
Philips Sonicare,5100,Philips Sonicare 5100 – Black Pro Care (8 heads),"Sonic electric toothbrush in Black (Pro Care (8 heads)). Modes: Clean, White, Gum Care. Key features: IPX7 water resistant handle, compact travel case included. Ideal for daily plaque removal and gum care.",85.99,4.8,Online Only,Rechargeable Lithium-Ion,IPX7 Waterproof
Philips Sonicare,5100,Philips Sonicare 5100 – Black Standard,"Sonic electric toothbrush in Black (Standard). Modes: Clean, White, Gum Care. Key features: IPX7 water resistant handle, USB fast charging; 30+ days battery. Ideal for daily plaque removal and gum care.",82.99,4.8,In Stock,Rechargeable Lithium-Ion,Fully Waterproof
Philips Sonicare,4100,Philips Sonicare 4100 – Navy Family Pack (4 heads),"Sonic electric toothbrush in Navy (Family Pack (4 heads)). Modes: Clean, White, Gum Care, Sensitive, Deep Clean. Key features: replacement reminder for brush heads, 2-minute smart timer with 30-second pacer. Ideal for daily plaque removal and gum care.",51.99,4.4,Online Only,NiMH Rechargeable,Fully Waterproof
Philips Sonicare,5100,Philips Sonicare 5100 – Pink Pro Care (8 heads),"Sonic electric toothbrush in Pink (Pro Care (8 heads)). Modes: Clean, White, Gum Care. Key features: replacement reminder for brush heads, pressure sensor for gentle brushing. Ideal for daily plaque removal and gum care.",72.99,4.6,In Stock,Rechargeable Lithium-Ion,Fully Waterproof
Philips Sonicare,4100,Philips Sonicare 4100 – Pink Standard,"Sonic electric toothbrush in Pink (Standard). Modes: Clean, White, Gum Care, Sensitive, Deep Clean. Key features: compact travel case included, pressure sensor for gentle brushing. Ideal for daily plaque removal and gum care.",47.99,4.4,In Stock,NiMH Rechargeable,Splash Resistant
Philips Sonicare,4100,Philips Sonicare 4100 – Navy Gift Set,"Sonic electric toothbrush in Navy (Gift Set). Modes: Clean, White, Gum Care, Sensitive, Deep Clean. Key features: USB fast charging; 30+ days battery, replacement reminder for brush heads. Ideal for daily plaque removal and gum care.",54.99,4.6,In Stock,NiMH Rechargeable,IPX7 Waterproof
Philips Sonicare,4100,Philips Sonicare 4100 – Mint Family Pack (4 heads),"Sonic electric toothbrush in Mint (Family Pack (4 heads)). Modes: Clean, White, Gum Care, Sensitive. Key features: IPX7 water resistant handle, replacement reminder for brush heads. Ideal for daily plaque removal and gum care.",52.99,4.5,In Stock,Rechargeable Lithium-Ion,IPX7 Waterproof
Philips Sonicare,5100,Philips Sonicare 5100 – Navy Pro Care (8 heads),"Sonic electric toothbrush in Navy (Pro Care (8 heads)). Modes: Clean, White, Gum Care. Key features: USB fast charging; 30+ days battery, compact travel case included. Ideal for daily plaque removal and gum care.",81.99,4.5,Online Only,NiMH Rechargeable,Splash Resistant
Philips Sonicare,4100,Philips Sonicare 4100 – Navy Standard,"Sonic electric toothbrush in Navy (Standard). Modes: Clean, White, Gum Care, Sensitive, Deep Clean. Key features: USB fast charging; 30+ days battery, 2-minute smart timer with 30-second pacer. Ideal for daily plaque removal and gum care.",51.99,4.5,Limited Edition,NiMH Rechargeable,Splash Resistant
Philips Sonicare,4100,Philips Sonicare 4100 – White Gift Set,"Sonic electric toothbrush in White (Gift Set). Modes: Clean, White, Gum Care, Sensitive, Deep Clean. Key features: pressure sensor for gentle brushing, 2-minute smart timer with 30-second pacer. Ideal for daily plaque removal and gum care.",53.99,4.5,Limited Edition,AA Battery Powered,Fully Waterproof
Philips Sonicare,5100,Philips Sonicare 5100 – White Gift Set,"Sonic electric toothbrush in White (Gift Set). Modes: Clean, White, Gum Care, Sensitive. Key features: pressure sensor for gentle brushing, 2-minute smart timer with 30-second pacer. Ideal for daily plaque removal and gum care.",82.99,4.6,Online Only,NiMH Rechargeable,Splash Resistant
Philips Sonicare,4100,Philips Sonicare 4100 – Pink Pro Care (8 heads),"Sonic electric toothbrush in Pink (Pro Care (8 heads)). Modes: Clean, White, Gum Care. Key features: USB fast charging; 30+ days battery, pressure sensor for gentle brushing. Ideal for daily plaque removal and gum care.",48.99,4.7,Out of Stock,NiMH Rechargeable,IPX7 Waterproof
Philips Sonicare,4100,Philips Sonicare 4100 – Teal Family Pack (4 heads),"Sonic electric toothbrush in Teal (Family Pack (4 heads)). Modes: Clean, White, Gum Care, Sensitive. Key features: replacement reminder for brush heads, IPX7 water resistant handle. Ideal for daily plaque removal and gum care.",52.99,4.5,Limited Edition,NiMH Rechargeable,IPX7 Waterproof
Philips Sonicare,5100,Philips Sonicare 5100 – Mint Travel Case,"Sonic electric toothbrush in Mint (Travel Case). Modes: Clean, White, Gum Care, Sensitive, Deep Clean. Key features: compact travel case included, replacement reminder for brush heads. Ideal for daily plaque removal and gum care.",76.99,4.6,Limited Edition,NiMH Rechargeable,Fully Waterproof
Philips Sonicare,5100,Philips Sonicare 5100 – Black Family Pack (4 heads),"Sonic electric toothbrush in Black (Family Pack (4 heads)). Modes: Clean, White, Gum Care. Key features: compact travel case included, replacement reminder for brush heads. Ideal for daily plaque removal and gum care.",84.99,4.7,In Stock,Rechargeable Lithium-Ion,Splash Resistant
Usmile,Y1S,Usmile Y1S – Black Standard,"Sonic electric toothbrush in Black (Standard). Modes: Clean, White, Gum Care, Sensitive. Key features: USB fast charging; 30+ days battery, pressure sensor for gentle brushing. Ideal for daily plaque removal and gum care.",38.99,4.3,Limited Edition,AA Battery Powered,IPX7 Waterproof
Usmile,Y1S,Usmile Y1S – White Standard,"Sonic electric toothbrush in White (Standard). Modes: Clean, White, Gum Care, Sensitive, Deep Clean. Key features: IPX7 water resistant handle, 2-minute smart timer with 30-second pacer. Ideal for daily plaque removal and gum care.",40.99,4.3,Online Only,AA Battery Powered,IPX7 Waterproof
Usmile,U3,Usmile U3 – Black Travel Case,"Sonic electric toothbrush in Black (Travel Case). Modes: Clean, White, Gum Care. Key features: IPX7 water resistant handle, replacement reminder for brush heads. Ideal for daily plaque removal and gum care.",53.99,4.2,Out of Stock,NiMH Rechargeable,Fully Waterproof
Usmile,U3,Usmile U3 – Pink Standard,"Sonic electric toothbrush in Pink (Standard). Modes: Clean, White, Gum Care. Key features: compact travel case included, 2-minute smart timer with 30-second pacer. Ideal for daily plaque removal and gum care.",54.99,4.3,Out of Stock,AA Battery Powered,IPX7 Waterproof
Usmile,Y1S,Usmile Y1S – Pink Family Pack (4 heads),"Sonic electric toothbrush in Pink (Family Pack (4 heads)). Modes: Clean, White, Gum Care. Key features: replacement reminder for brush heads, 2-minute smart timer with 30-second pacer. Ideal for daily plaque removal and gum care.",38.99,4.0,Online Only,AA Battery Powered,IPX7 Waterproof
Usmile,U3,Usmile U3 – Mint Pro Care (8 heads),"Sonic electric toothbrush in Mint (Pro Care (8 heads)). Modes: Clean, White, Gum Care, Sensitive, Deep Clean. Key features: USB fast charging; 30+ days battery, 2-minute smart timer with 30-second pacer. Ideal for daily plaque removal and gum care.",48.99,4.1,Limited Edition,AA Battery Powered,IPX7 Waterproof
Usmile,Y1S,Usmile Y1S – Lavender Family Pack (4 heads),"Sonic electric toothbrush in Lavender (Family Pack (4 heads)). Modes: Clean, White, Gum Care, Sensitive. Key features: pressure sensor for gentle brushing, IPX7 water resistant handle. Ideal for daily plaque removal and gum care.",40.99,4.1,Out of Stock,NiMH Rechargeable,IPX7 Waterproof
Usmile,U3,Usmile U3 – Pink Family Pack (4 heads),"Sonic electric toothbrush in Pink (Family Pack (4 heads)). Modes: Clean, White, Gum Care. Key features: 2-minute smart timer with 30-second pacer, replacement reminder for brush heads. Ideal for daily plaque removal and gum care.",50.99,4.3,Online Only,NiMH Rechargeable,Fully Waterproof
Usmile,Y1S,Usmile Y1S – Pink Gift Set,"Sonic electric toothbrush in Pink (Gift Set). Modes: Clean, White, Gum Care. Key features: compact travel case included, pressure sensor for gentle brushing. Ideal for daily plaque removal and gum care.",36.99,4.4,In Stock,AA Battery Powered,Splash Resistant
Usmile,U3,Usmile U3 – Navy Gift Set,"Sonic electric toothbrush in Navy (Gift Set). Modes: Clean, White, Gum Care, Sensitive, Deep Clean. Key features: compact travel case included, pressure sensor for gentle brushing. Ideal for daily plaque removal and gum care.",47.99,4.1,Limited Edition,Rechargeable Lithium-Ion,Fully Waterproof
Usmile,U3,Usmile U3 – Pink Travel Case,"Sonic electric toothbrush in Pink (Travel Case). Modes: Clean, White, Gum Care. Key features: USB fast charging; 30+ days battery, 2-minute smart timer with 30-second pacer. Ideal for daily plaque removal and gum care.",49.99,4.3,In Stock,Rechargeable Lithium-Ion,Fully Waterproof
Usmile,U3,Usmile U3 – Mint Standard,"Sonic electric toothbrush in Mint (Standard). Modes: Clean, White, Gum Care, Sensitive. Key features: compact travel case included, 2-minute smart timer with 30-second pacer. Ideal for daily plaque removal and gum care.",47.99,4.3,Out of Stock,AA Battery Powered,IPX7 Waterproof
Usmile,Y1S,Usmile Y1S – Lavender Travel Case,"Sonic electric toothbrush in Lavender (Travel Case). Modes: Clean, White, Gum Care. Key features: 2-minute smart timer with 30-second pacer, IPX7 water resistant handle. Ideal for daily plaque removal and gum care.",40.99,4.2,In Stock,AA Battery Powered,IPX7 Waterproof
Usmile,Y1S,Usmile Y1S – Black Family Pack (4 heads),"Sonic electric toothbrush in Black (Family Pack (4 heads)). Modes: Clean, White, Gum Care, Sensitive. Key features: pressure sensor for gentle brushing, USB fast charging; 30+ days battery. Ideal for daily plaque removal and gum care.",40.99,4.4,Online Only,Rechargeable Lithium-Ion,IPX7 Waterproof
Usmile,U3,Usmile U3 – Mint Gift Set,"Sonic electric toothbrush in Mint (Gift Set). Modes: Clean, White, Gum Care, Sensitive, Deep Clean. Key features: IPX7 water resistant handle, USB fast charging; 30+ days battery. Ideal for daily plaque removal and gum care.",45.99,4.4,Limited Edition,NiMH Rechargeable,Fully Waterproof
Usmile,Y1S,Usmile Y1S – Mint Gift Set,"Sonic electric toothbrush in Mint (Gift Set). Modes: Clean, White, Gum Care. Key features: 2-minute smart timer with 30-second pacer, compact travel case included. Ideal for daily plaque removal and gum care.",37.99,4.1,Limited Edition,NiMH Rechargeable,Fully Waterproof
Usmile,Y1S,Usmile Y1S – White Family Pack (4 heads),"Sonic electric toothbrush in White (Family Pack (4 heads)). Modes: Clean, White, Gum Care. Key features: pressure sensor for gentle brushing, replacement reminder for brush heads. Ideal for daily plaque removal and gum care.",39.99,4.2,In Stock,Rechargeable Lithium-Ion,Splash Resistant
Usmile,Y1S,Usmile Y1S – White Travel Case,"Sonic electric toothbrush in White (Travel Case). Modes: Clean, White, Gum Care, Sensitive. Key features: IPX7 water resistant handle, USB fast charging; 30+ days battery. Ideal for daily plaque removal and gum care.",42.99,4.2,Out of Stock,AA Battery Powered,Fully Waterproof
Usmile,U3,Usmile U3 – White Standard,"Sonic electric toothbrush in White (Standard). Modes: Clean, White, Gum Care. Key features: IPX7 water resistant handle, 2-minute smart timer with 30-second pacer. Ideal for daily plaque removal and gum care.",49.99,4.0,Limited Edition,AA Battery Powered,IPX7 Waterproof
Usmile,Y1S,Usmile Y1S – Black Pro Care (8 heads),"Sonic electric toothbrush in Black (Pro Care (8 heads)). Modes: Clean, White, Gum Care, Sensitive. Key features: 2-minute smart timer with 30-second pacer, compact travel case included. Ideal for daily plaque removal and gum care.",37.99,4.0,Online Only,Rechargeable Lithium-Ion,Splash Resistant
Usmile,U3,Usmile U3 – White Family Pack (4 heads),"Sonic electric toothbrush in White (Family Pack (4 heads)). Modes: Clean, White, Gum Care, Sensitive. Key features: compact travel case included, IPX7 water resistant handle. Ideal for daily plaque removal and gum care.",51.99,4.3,Out of Stock,Rechargeable Lithium-Ion,IPX7 Waterproof
Usmile,Y1S,Usmile Y1S – Mint Pro Care (8 heads),"Sonic electric toothbrush in Mint (Pro Care (8 heads)). Modes: Clean, White, Gum Care, Sensitive, Deep Clean. Key features: replacement reminder for brush heads, IPX7 water resistant handle. Ideal for daily plaque removal and gum care.",41.99,4.3,Limited Edition,Rechargeable Lithium-Ion,Splash Resistant
Usmile,Y1S,Usmile Y1S – Lavender Pro Care (8 heads),"Sonic electric toothbrush in Lavender (Pro Care (8 heads)). Modes: Clean, White, Gum Care. Key features: USB fast charging; 30+ days battery, IPX7 water resistant handle. Ideal for daily plaque removal and gum care.",40.99,4.2,Online Only,NiMH Rechargeable,Fully Waterproof
Usmile,U3,Usmile U3 – Navy Family Pack (4 heads),"Sonic electric toothbrush in Navy (Family Pack (4 heads)). Modes: Clean, White, Gum Care, Sensitive. Key features: IPX7 water resistant handle, 2-minute smart timer with 30-second pacer. Ideal for daily plaque removal and gum care.",51.99,4.4,In Stock,Rechargeable Lithium-Ion,Splash Resistant
Usmile,Y1S,Usmile Y1S – Teal Standard,"Sonic electric toothbrush in Teal (Standard). Modes: Clean, White, Gum Care, Sensitive, Deep Clean. Key features: IPX7 water resistant handle, replacement reminder for brush heads. Ideal for daily plaque removal and gum care.",38.99,4.3,Limited Edition,Rechargeable Lithium-Ion,IPX7 Waterproof
Usmile,U3,Usmile U3 – Navy Travel Case,"Sonic electric toothbrush in Navy (Travel Case). Modes: Clean, White, Gum Care. Key features: replacement reminder for brush heads, USB fast charging; 30+ days battery. Ideal for daily plaque removal and gum care.",54.99,4.3,Limited Edition,NiMH Rechargeable,IPX7 Waterproof
Usmile,Y1S,Usmile Y1S – Mint Standard,"Sonic electric toothbrush in Mint (Standard). Modes: Clean, White, Gum Care. Key features: compact travel case included, pressure sensor for gentle brushing. Ideal for daily plaque removal and gum care.",38.99,4.1,Out of Stock,AA Battery Powered,IPX7 Waterproof
Usmile,Y1S,Usmile Y1S – Teal Gift Set,"Sonic electric toothbrush in Teal (Gift Set). Modes: Clean, White, Gum Care, Sensitive, Deep Clean. Key features: replacement reminder for brush heads, IPX7 water resistant handle. Ideal for daily plaque removal and gum care.",42.99,4.3,In Stock,Rechargeable Lithium-Ion,Splash Resistant
Usmile,Y1S,Usmile Y1S – White Pro Care (8 heads),"Sonic electric toothbrush in White (Pro Care (8 heads)). Modes: Clean, White, Gum Care. Key features: replacement reminder for brush heads, IPX7 water resistant handle. Ideal for daily plaque removal and gum care.",43.99,4.0,Online Only,AA Battery Powered,Fully Waterproof
Usmile,Y1S,Usmile Y1S – Lavender Standard,"Sonic electric toothbrush in Lavender (Standard). Modes: Clean, White, Gum Care, Sensitive, Deep Clean. Key features: pressure sensor for gentle brushing, USB fast charging; 30+ days battery. Ideal for daily plaque removal and gum care.",36.99,4.4,Online Only,Rechargeable Lithium-Ion,Fully Waterproof
Usmile,Y1S,Usmile Y1S – Teal Travel Case,"Sonic electric toothbrush in Teal (Travel Case). Modes: Clean, White, Gum Care, Sensitive. Key features: 2-minute smart timer with 30-second pacer, IPX7 water resistant handle. Ideal for daily plaque removal and gum care.",36.99,4.0,Limited Edition,NiMH Rechargeable,Splash Resistant
Usmile,Y1S,Usmile Y1S – Mint Travel Case,"Sonic electric toothbrush in Mint (Travel Case). Modes: Clean, White, Gum Care, Sensitive. Key features: 2-minute smart timer with 30-second pacer, replacement reminder for brush heads. Ideal for daily plaque removal and gum care.",43.99,4.3,Online Only,NiMH Rechargeable,Splash Resistant
Usmile,Y1S,Usmile Y1S – Navy Pro Care (8 heads),"Sonic electric toothbrush in Navy (Pro Care (8 heads)). Modes: Clean, White, Gum Care, Sensitive, Deep Clean. Key features: 2-minute smart timer with 30-second pacer, pressure sensor for gentle brushing. Ideal for daily plaque removal and gum care.",39.99,4.2,Limited Edition,Rechargeable Lithium-Ion,IPX7 Waterproof
Usmile,U3,Usmile U3 – Navy Standard,"Sonic electric toothbrush in Navy (Standard). Modes: Clean, White, Gum Care. Key features: replacement reminder for brush heads, 2-minute smart timer with 30-second pacer. Ideal for daily plaque removal and gum care.",54.99,4.3,Limited Edition,NiMH Rechargeable,Splash Resistant
Usmile,Y1S,Usmile Y1S – Pink Travel Case,"Sonic electric toothbrush in Pink (Travel Case). Modes: Clean, White, Gum Care, Sensitive. Key features: replacement reminder for brush heads, compact travel case included. Ideal for daily plaque removal and gum care.",43.99,4.1,Out of Stock,Rechargeable Lithium-Ion,IPX7 Waterproof
Usmile,Y1S,Usmile Y1S – Lavender Gift Set,"Sonic electric toothbrush in Lavender (Gift Set). Modes: Clean, White, Gum Care, Sensitive. Key features: compact travel case included, USB fast charging; 30+ days battery. Ideal for daily plaque removal and gum care.",43.99,4.3,Online Only,NiMH Rechargeable,IPX7 Waterproof
Usmile,U3,Usmile U3 – Mint Family Pack (4 heads),"Sonic electric toothbrush in Mint (Family Pack (4 heads)). Modes: Clean, White, Gum Care, Sensitive. Key features: 2-minute smart timer with 30-second pacer, pressure sensor for gentle brushing. Ideal for daily plaque removal and gum care.",49.99,4.1,Out of Stock,NiMH Rechargeable,Fully Waterproof
Usmile,U3,Usmile U3 – White Travel Case,"Sonic electric toothbrush in White (Travel Case). Modes: Clean, White, Gum Care, Sensitive. Key features: compact travel case included, pressure sensor for gentle brushing. Ideal for daily plaque removal and gum care.",50.99,4.2,Online Only,NiMH Rechargeable,Splash Resistant
Usmile,U3,Usmile U3 – Black Gift Set,"Sonic electric toothbrush in Black (Gift Set). Modes: Clean, White, Gum Care, Sensitive. Key features: USB fast charging; 30+ days battery, pressure sensor for gentle brushing. Ideal for daily plaque removal and gum care.",49.99,4.1,Out of Stock,Rechargeable Lithium-Ion,Fully Waterproof
Usmile,Y1S,Usmile Y1S – Teal Pro Care (8 heads),"Sonic electric toothbrush in Teal (Pro Care (8 heads)). Modes: Clean, White, Gum Care, Sensitive. Key features: IPX7 water resistant handle, compact travel case included. Ideal for daily plaque removal and gum care.",42.99,4.1,Online Only,AA Battery Powered,Fully Waterproof
Usmile,U3,Usmile U3 – White Pro Care (8 heads),"Sonic electric toothbrush in White (Pro Care (8 heads)). Modes: Clean, White, Gum Care. Key features: compact travel case included, USB fast charging; 30+ days battery. Ideal for daily plaque removal and gum care.",53.99,4.0,In Stock,Rechargeable Lithium-Ion,IPX7 Waterproof
Usmile,Y1S,Usmile Y1S – Black Travel Case,"Sonic electric toothbrush in Black (Travel Case). Modes: Clean, White, Gum Care, Sensitive, Deep Clean. Key features: replacement reminder for brush heads, pressure sensor for gentle brushing. Ideal for daily plaque removal and gum care.",36.99,4.1,In Stock,NiMH Rechargeable,Splash Resistant
Usmile,Y1S,Usmile Y1S – Navy Travel Case,"Sonic electric toothbrush in Navy (Travel Case). Modes: Clean, White, Gum Care, Sensitive, Deep Clean. Key features: USB fast charging; 30+ days battery, replacement reminder for brush heads. Ideal for daily plaque removal and gum care.",37.99,4.0,In Stock,NiMH Rechargeable,IPX7 Waterproof
Usmile,Y1S,Usmile Y1S – Black Gift Set,"Sonic electric toothbrush in Black (Gift Set). Modes: Clean, White, Gum Care, Sensitive, Deep Clean. Key features: replacement reminder for brush heads, compact travel case included. Ideal for daily plaque removal and gum care.",37.99,4.3,Limited Edition,Rechargeable Lithium-Ion,Fully Waterproof
Usmile,U3,Usmile U3 – Pink Gift Set,"Sonic electric toothbrush in Pink (Gift Set). Modes: Clean, White, Gum Care. Key features: replacement reminder for brush heads, IPX7 water resistant handle. Ideal for daily plaque removal and gum care.",47.99,4.1,Online Only,AA Battery Powered,IPX7 Waterproof
Usmile,U3,Usmile U3 – Black Pro Care (8 heads),"Sonic electric toothbrush in Black (Pro Care (8 heads)). Modes: Clean, White, Gum Care, Sensitive. Key features: compact travel case included, pressure sensor for gentle brushing. Ideal for daily plaque removal and gum care.",48.99,4.2,Out of Stock,AA Battery Powered,Splash Resistant
Usmile,U3,Usmile U3 – Black Standard,"Sonic electric toothbrush in Black (Standard). Modes: Clean, White, Gum Care. Key features: USB fast charging; 30+ days battery, compact travel case included. Ideal for daily plaque removal and gum care.",48.99,4.3,Limited Edition,AA Battery Powered,Fully Waterproof
Usmile,Y1S,Usmile Y1S – Navy Family Pack (4 heads),"Sonic electric toothbrush in Navy (Family Pack (4 heads)). Modes: Clean, White, Gum Care, Sensitive, Deep Clean. Key features: IPX7 water resistant handle, 2-minute smart timer with 30-second pacer. Ideal for daily plaque removal and gum care.",43.99,4.1,Out of Stock,NiMH Rechargeable,Fully Waterproof
Usmile,U3,Usmile U3 – Pink Pro Care (8 heads),"Sonic electric toothbrush in Pink (Pro Care (8 heads)). Modes: Clean, White, Gum Care, Sensitive. Key features: replacement reminder for brush heads, pressure sensor for gentle brushing. Ideal for daily plaque removal and gum care.",53.99,4.2,Online Only,NiMH Rechargeable,Splash Resistant
Usmile,Y1S,Usmile Y1S – Pink Standard,"Sonic electric toothbrush in Pink (Standard). Modes: Clean, White, Gum Care, Sensitive, Deep Clean. Key features: IPX7 water resistant handle, compact travel case included. Ideal for daily plaque removal and gum care.",40.99,4.3,Online Only,AA Battery Powered,Fully Waterproof
Usmile,Y1S,Usmile Y1S – Navy Gift Set,"Sonic electric toothbrush in Navy (Gift Set). Modes: Clean, White, Gum Care, Sensitive, Deep Clean. Key features: compact travel case included, IPX7 water resistant handle. Ideal for daily plaque removal and gum care.",36.99,4.3,Out of Stock,AA Battery Powered,Fully Waterproof
Usmile,Y1S,Usmile Y1S – Mint Family Pack (4 heads),"Sonic electric toothbrush in Mint (Family Pack (4 heads)). Modes: Clean, White, Gum Care, Sensitive. Key features: 2-minute smart timer with 30-second pacer, IPX7 water resistant handle. Ideal for daily plaque removal and gum care.",37.99,4.1,Limited Edition,NiMH Rechargeable,IPX7 Waterproof
Usmile,U3,Usmile U3 – Navy Pro Care (8 heads),"Sonic electric toothbrush in Navy (Pro Care (8 heads)). Modes: Clean, White, Gum Care, Sensitive. Key features: USB fast charging; 30+ days battery, IPX7 water resistant handle. Ideal for daily plaque removal and gum care.",50.99,4.3,In Stock,NiMH Rechargeable,Splash Resistant
Usmile,Y1S,Usmile Y1S – Navy Standard,"Sonic electric toothbrush in Navy (Standard). Modes: Clean, White, Gum Care, Sensitive, Deep Clean. Key features: USB fast charging; 30+ days battery, replacement reminder for brush heads. Ideal for daily plaque removal and gum care.",39.99,4.2,Out of Stock,AA Battery Powered,Splash Resistant
Usmile,Y1S,Usmile Y1S – White Gift Set,"Sonic electric toothbrush in White (Gift Set). Modes: Clean, White, Gum Care. Key features: 2-minute smart timer with 30-second pacer, IPX7 water resistant handle. Ideal for daily plaque removal and gum care.",37.99,4.0,Out of Stock,Rechargeable Lithium-Ion,Splash Resistant
Usmile,U3,Usmile U3 – White Gift Set,"Sonic electric toothbrush in White (Gift Set). Modes: Clean, White, Gum Care, Sensitive. Key features: replacement reminder for brush heads, IPX7 water resistant handle. Ideal for daily plaque removal and gum care.",45.99,4.3,Limited Edition,Rechargeable Lithium-Ion,Splash Resistant
Usmile,Y1S,Usmile Y1S – Pink Pro Care (8 heads),"Sonic electric toothbrush in Pink (Pro Care (8 heads)). Modes: Clean, White, Gum Care, Sensitive. Key features: 2-minute smart timer with 30-second pacer, pressure sensor for gentle brushing. Ideal for daily plaque removal and gum care.",37.99,4.2,Out of Stock,AA Battery Powered,Splash Resistant
Usmile,Y1S,Usmile Y1S – Teal Family Pack (4 heads),"Sonic electric toothbrush in Teal (Family Pack (4 heads)). Modes: Clean, White, Gum Care, Sensitive, Deep Clean. Key features: IPX7 water resistant handle, compact travel case included. Ideal for daily plaque removal and gum care.",39.99,4.1,Limited Edition,AA Battery Powered,Fully Waterproof
Usmile,U3,Usmile U3 – Mint Travel Case,"Sonic electric toothbrush in Mint (Travel Case). Modes: Clean, White, Gum Care, Sensitive, Deep Clean. Key features: replacement reminder for brush heads, pressure sensor for gentle brushing. Ideal for daily plaque removal and gum care.",53.99,4.2,Limited Edition,AA Battery Powered,Fully Waterproof
Usmile,U3,Usmile U3 – Black Family Pack (4 heads),"Sonic electric toothbrush in Black (Family Pack (4 heads)). Modes: Clean, White, Gum Care. Key features: IPX7 water resistant handle, 2-minute smart timer with 30-second pacer. Ideal for daily plaque removal and gum care.",54.99,4.1,Out of Stock,NiMH Rechargeable,IPX7 Waterproof
